index,S:all,I1:all,I2:all,R1:all,R2:all,S1:all,S2:all,I12:all,I21:all,beta:all,psi:all,i:all,gamma:all,alpha:all,e:all,d:all,sto:all,rep:MadeiraMildCases__ecdc__inc,rep:MadeiraSevereCases__ecdc__inc,phi:all,log_like
73,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
74,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
75,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
76,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
77,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
78,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
79,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
80,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
81,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
82,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
83,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
84,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
85,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
86,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
87,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
88,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
89,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
90,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
91,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
92,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
93,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
94,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
95,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
96,0.955877,6.38226e-10,0.00029785,8.78579e-07,0.0207489,8.46045e-08,0.00118652,0,0,9.87699,1.96691,4.79339e-14,2.3164,350.418,0.518392,-0.730254,0.1,0.991751,0.936393,0.1,217.109
97,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
98,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
99,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
100,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
101,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
102,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
103,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
104,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
105,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
106,0.958417,3.2527e-08,0.000794058,8.62582e-08,0.0369581,7.44787e-09,0.000462517,0,0,9.14561,1.89448,3.34421e-13,2.50733,294.717,0.463167,-0.759315,0.1,0.927755,0.933344,0.1,212.7
107,0.954288,1.0989e-08,0.000619106,7.1178e-08,0.0415049,2.36932e-08,0.000513524,0,0,10.7185,1.86313,3.25713e-14,2.14454,304.752,0.414342,-0.787252,0.1,0.929179,0.915424,0.1,218.14
108,0.954288,1.0989e-08,0.000619106,7.1178e-08,0.0415049,2.36932e-08,0.000513524,0,0,10.7185,1.86313,3.25713e-14,2.14454,304.752,0.414342,-0.787252,0.1,0.929179,0.915424,0.1,218.14
109,0.954288,1.0989e-08,0.000619106,7.1178e-08,0.0415049,2.36932e-08,0.000513524,0,0,10.7185,1.86313,3.25713e-14,2.14454,304.752,0.414342,-0.787252,0.1,0.929179,0.915424,0.1,218.14
110,0.954288,1.0989e-08,0.000619106,7.1178e-08,0.0415049,2.36932e-08,0.000513524,0,0,10.7185,1.86313,3.25713e-14,2.14454,304.752,0.414342,-0.787252,0.1,0.929179,0.915424,0.1,218.14
111,0.953374,1.08756e-08,0.000404273,1.77916e-07,0.0288777,2.90919e-08,0.000286292,0,0,13.4365,1.93414,1.20319e-14,1.78447,298.255,0.379415,-0.757085,0.1,0.969736,0.953159,0.1,220.907
112,0.953374,1.08756e-08,0.000404273,1.77916e-07,0.0288777,2.90919e-08,0.000286292,0,0,13.4365,1.93414,1.20319e-14,1.78447,298.255,0.379415,-0.757085,0.1,0.969736,0.953159,0.1,220.907
113,0.953374,1.08756e-08,0.000404273,1.77916e-07,0.0288777,2.90919e-08,0.000286292,0,0,13.4365,1.93414,1.20319e-14,1.78447,298.255,0.379415,-0.757085,0.1,0.969736,0.953159,0.1,220.907
114,0.953374,1.08756e-08,0.000404273,1.77916e-07,0.0288777,2.90919e-08,0.000286292,0,0,13.4365,1.93414,1.20319e-14,1.78447,298.255,0.379415,-0.757085,0.1,0.969736,0.953159,0.1,220.907
115,0.953374,1.08756e-08,0.000404273,1.77916e-07,0.0288777,2.90919e-08,0.000286292,0,0,13.4365,1.93414,1.20319e-14,1.78447,298.255,0.379415,-0.757085,0.1,0.969736,0.953159,0.1,220.907
116,0.953374,1.08756e-08,0.000404273,1.77916e-07,0.0288777,2.90919e-08,0.000286292,0,0,13.4365,1.93414,1.20319e-14,1.78447,298.255,0.379415,-0.757085,0.1,0.969736,0.953159,0.1,220.907
117,0.953518,7.0407e-09,0.000316147,1.89691e-07,0.0261299,2.18622e-08,0.000475379,0,0,12.8545,1.96223,2.88445e-14,1.97376,275.571,0.37024,-0.714718,0.1,0.970856,0.968999,0.1,220.444
118,0.953518,7.0407e-09,0.000316147,1.89691e-07,0.0261299,2.18622e-08,0.000475379,0,0,12.8545,1.96223,2.88445e-14,1.97376,275.571,0.37024,-0.714718,0.1,0.970856,0.968999,0.1,220.444
