index,time,S:Madeira__all,I1:Madeira__all,I2:Madeira__all,R1:Madeira__all,R2:Madeira__all,S1:Madeira__all,S2:Madeira__all,I12:Madeira__all,I21:Madeira__all,R:Madeira__all,obs_mean:MadeiraMildCases__ecdc__inc,obs_mean:MadeiraSevereCases__ecdc__inc,obs_real:MadeiraMildCases__ecdc__inc,obs_real:MadeiraSevereCases__ecdc__inc
582,14,260752,0.00048826,45.6626,0.280467,2593.37,0.171924,893.897,2.94043e-05,1.59235e-06,3016.71,145,9.43545e-05,140.005,0
582,21,260589,0.000315988,53.6093,0.272171,2677.44,0.179751,970.351,5.16063e-06,0,3011.25,174.577,1.31425e-05,172.191,0
582,28,260382,0,67.6375,0.261524,2796.83,0.187199,1049.63,7.00651e-06,0,3005.76,218.538,1.55469e-05,243.175,0.00118176
582,35,260001,0,121.2,0.244663,3045.08,0.193932,1133.86,1.73892e-05,0,3000.02,381.951,2.80689e-05,382.004,0.00343306
582,42,259824,0,51.5637,0.231907,3205.77,0.200335,1225.07,0,0,2995.16,205.423,8.68235e-06,189.131,0.00224072
582,49,259568,0,74.5054,0.208233,3349.86,0.20536,1320.03,1.36511e-05,0,2989.5,248.528,2.15052e-05,233.458,0
582,56,259273,0,90.9272,0.185227,3534.9,0.20941,1419.48,1.49503e-05,0,2983.7,304.812,2.30526e-05,244.345,0.00488328
582,63,259066,0,61.1471,0.168365,3671.96,0.213113,1524,5.62769e-06,0,2978.43,223.308,1.47321e-05,193.128,0
582,70,258982,0,27.1489,0.156463,3688.31,0.216704,1630.61,1.76695e-06,0,2973.3,106.267,9.07747e-06,96.8256,0
582,77,258941,0,15.0277,0.146528,3641.53,0.22004,1736.4,2.70966e-06,0,2967.93,57.1904,9.06456e-06,59.8639,0
582,84,258903,0,14.5778,0.137854,3581.71,0.223112,1840.24,4.58488e-06,0,2962.34,52.4189,1.29241e-05,56.193,0.00109935
582,91,258894,0,5.92961,0.132256,3502.82,0.226424,1941.99,1.71609e-06,0,2956.99,24.0926,6.8734e-06,26.7076,0
582,98,258900,0,2.18451,0.127777,3406.73,0.22977,2040.91,1.05562e-06,0,2951.62,9.00948,4.36123e-06,10.4775,0
582,105,258908,0,2.15201,0.123697,3309.06,0.233041,2136.72,1.37505e-06,0,2946.19,7.97917,4.76654e-06,7.57476,0.000409209
582,112,258913,6.00972e-08,2.7691,0.119819,3215.7,0.236206,2229.51,1.74993e-06,2.76384e-10,2940.7,9.96174,5.66799e-06,9.29488,0
582,119,258923,5.52022e-08,1.25807,0.116081,3122.4,0.239262,2319.41,8.31248e-07,3.35262e-10,2935.32,4.98836,3.09642e-06,4.76714,0
582,126,258938,4.3216e-09,0,0.112479,3026.88,0.242213,2406.35,1.11169e-08,1.14534e-10,2929.94,0.00428255,3.13904e-07,0.00166506,0.00399264
582,132,258952,1.79623e-08,0,0.109483,2946.26,0.244655,2478.5,6.17728e-10,1.7466e-10,2925.38,2.91776e-12,4.5487e-10,0,0.00288501
582,139,258967,1.9439e-08,1.38674e-08,0.106089,2854.92,0.247406,2559.98,0,1.93441e-10,2920.06,1.08313e-07,6.22745e-10,0,0.00463788
582,147,258984,1.77805e-08,1.69336e-08,0.102338,2753.99,0.250422,2649.66,2.56149e-14,1.8408e-10,2913.99,1.3494e-07,6.86112e-10,0.00243567,0.00127788
582,154,258999,1.65081e-08,1.63384e-08,0.0991653,2668.61,0.252953,2725.22,1.2804e-14,1.75038e-10,2908.69,1.12036e-07,5.68599e-10,0,0.00112726
582,161,259014,1.54379e-08,1.53705e-08,0.096091,2585.87,0.255387,2798.14,1.66275e-14,1.67964e-10,2903.4,1.04944e-07,5.44372e-10,0,0.00154215
582,168,259029,1.46546e-08,1.46063e-08,0.0931119,2505.7,0.257727,2868.53,1.41953e-14,1.63358e-10,2898.12,9.93544e-08,5.27895e-10,0.00302007,0.000350659
582,175,259044,1.41499e-08,1.4106e-08,0.0902251,2428.02,0.259976,2936.44,1.44871e-14,1.61424e-10,2892.85,9.55957e-08,5.19931e-10,0,0.000832168
582,182,259059,1.391e-08,1.38673e-08,0.0874279,2352.74,0.262137,3001.96,1.41356e-14,1.62231e-10,2887.59,9.36215e-08,5.20713e-10,0.00253887,0.000692227
582,189,259074,1.39264e-08,1.38831e-08,0.0847174,2279.8,0.264212,3065.17,1.42975e-14,1.6589e-10,2882.34,9.33727e-08,5.3056e-10,0.000561177,0.000536379
582,196,259089,1.41973e-08,1.41518e-08,0.0820909,2209.12,0.266204,3126.13,1.4698e-14,1.72575e-10,2877.1,9.48269e-08,5.49984e-10,0,0
582,203,259104,1.47272e-08,1.46778e-08,0.0795459,2140.63,0.268115,3184.92,1.53497e-14,1.82533e-10,2871.87,9.80046e-08,5.7972e-10,0.00349315,0.00076567
582,210,259119,1.55275e-08,1.54721e-08,0.0770798,2074.26,0.269949,3241.6,1.18128e-14,1.96085e-10,2866.65,1.02968e-07,6.20757e-10,0.00620168,0.00124453
582,217,259134,1.66154e-08,1.65515e-08,0.0746901,2009.95,0.271708,3296.24,1.84204e-14,2.13692e-10,2861.44,1.09819e-07,6.74347e-10,0.00547996,0.000762379
582,224,259149,1.80141e-08,1.79385e-08,0.0723745,1947.64,0.273394,3348.91,1.67094e-14,2.35584e-10,2856.23,1.18695e-07,7.42016e-10,0,0
582,231,259164,1.9751e-08,1.96598e-08,0.0701307,1887.25,0.275009,3399.66,2.26761e-14,2.6321e-10,2851.04,1.29757e-07,8.25531e-10,0,0.00152264
582,236,259174,2.14917e-08,2.13839e-08,0.0685708,1845.27,0.276121,3434.77,2.30452e-14,2.88105e-10,2847.33,1.02391e-07,6.56817e-10,0.00194867,0
582,243,259189,2.3654e-08,2.35229e-08,0.0664449,1788.06,0.27762,3482.38,2.58042e-14,3.24575e-10,2842.16,1.54771e-07,1.01439e-09,0,0.00150759
582,250,259204,2.63897e-08,2.62275e-08,0.064385,1732.63,0.279054,3528.23,2.90094e-14,3.68291e-10,2836.99,1.72055e-07,1.14729e-09,0.000857053,0
582,257,259219,2.95478e-08,2.93474e-08,0.0623889,1678.91,0.280426,3572.39,3.27875e-14,4.19647e-10,2831.83,1.92012e-07,1.30299e-09,0.00207037,0.000280696
582,264,259233,3.30315e-08,3.27875e-08,0.0604548,1626.86,0.281737,3614.89,3.70249e-14,4.77679e-10,2826.68,2.13868e-07,1.47756e-09,0.000227964,0.00202539
582,271,259248,3.668e-08,3.63933e-08,0.0585806,1576.42,0.282989,3655.79,4.1585e-14,5.40492e-10,2821.54,2.36451e-07,1.664e-09,0.0034563,0.0028822
582,278,259263,4.02222e-08,3.99079e-08,0.0567645,1527.55,0.284184,3695.15,4.6193e-14,6.04416e-10,2816.41,2.57858e-07,1.84937e-09,0,0
582,285,259277,4.3279e-08,4.29796e-08,0.0550047,1480.19,0.285324,3733.02,5.04453e-14,6.63726e-10,2811.29,2.7548e-07,2.01412e-09,0,0.000850343
582,292,259292,4.544e-08,4.52412e-08,0.0532995,1434.3,0.28641,3769.43,5.36835e-14,7.11413e-10,2806.18,2.86552e-07,2.13501e-09,0,0.00230083
582,303,259315,3.5108e-08,3.58567e-08,0.050726,1365.04,0.288014,3823.82,4.60192e-14,6.00618e-10,2798.16,3.09877e-07,2.54348e-09,0,0.00232739
588,0,259682,0.0021683,61.0775,0.14403,4739.61,0.0156382,1536.16,0,0,1282.5,0,0,0.000403069,0
588,7,259660,0,0,0.14266,4682.09,0.0202855,1686.87,0,0,1273.34,36.3449,1.81872e-06,34.0591,0.00031403
588,14,259493,0.000311857,32.8662,0.137884,4669.57,0.0247322,1835.04,3.01264e-06,2.16111e-06,1270.99,145,2.03662e-05,149.103,0.00213279
588,21,259334,0.000155813,40.1441,0.132825,4676.43,0.029014,1982.94,2.26942e-06,0,1268.65,171.73,7.31588e-06,196.788,0
588,28,259127,0,50.4009,0.12635,4727.01,0.0330397,2131.46,3.31925e-06,0,1266.3,217.23,7.57768e-06,257.418,0
588,35,258745,0,92.5406,0.117433,4917.25,0.0366599,2283.15,6.79376e-06,0,1263.7,384.279,1.25815e-05,390.367,0.000916557
588,42,258576,0,31.6273,0.111337,4992.13,0.0401401,2440.3,6.14818e-07,0,1261.88,190.521,4.5128e-06,191.497,0.00191428
588,49,258316,0,55.9016,0.102515,5072.23,0.0430906,2598.73,5.25956e-06,0,1259.32,249.36,1.177e-05,207.834,3.71379e-05
588,56,258021,0,68.3816,0.0950782,5196.13,0.0457753,2759.96,5.07164e-06,0,1256.67,306.936,1.30091e-05,299.822,0
588,63,257815,0,43.2752,0.0894439,5264.51,0.0483504,2924.65,2.34271e-06,0,1254.48,221.081,9.02843e-06,201.032,0
588,70,257731,0,18.5759,0.0851751,5210.97,0.0508861,3089.27,1.15836e-06,0,1252.38,103.961,6.04107e-06,110.081,0.00114894
588,77,257690,0,10.5786,0.0816107,5100.26,0.0533587,3250.7,1.18614e-06,0,1250.08,56.9394,5.55961e-06,50.4839,0
588,84,257654,0,10.396,0.0784942,4981.64,0.0557651,3407.95,1.543e-06,0,1247.62,52.5736,6.68916e-06,50.8103,0.00138448
588,91,257647,0,3.97991,0.0757438,4844.12,0.0581284,3560.92,6.16896e-07,0,1245.36,24.0057,3.4173e-06,25.5959,0.00100871
588,98,257656,5.22325e-08,1.45476,0.0731768,4692.52,0.0604266,3708.88,2.87753e-07,6.15613e-10,1243.08,8.99439,1.64128e-06,8.96941,0
588,105,257665,1.56766e-07,1.45608,0.0707193,4542.56,0.0626464,3851.63,3.0925e-07,1.93713e-09,1240.76,7.98059,1.53419e-06,8.85259,0.00191537
588,112,257673,3.47871e-07,1.87098,0.0683452,4399.21,0.0647837,3989.37,3.9866e-07,4.3778e-09,1238.38,9.96394,1.8883e-06,9.15314,0
588,119,257686,2.17324e-07,0.811563,0.0660466,4257.15,0.0668408,4122.28,1.81233e-07,2.95609e-09,1236.09,4.98584,1.0194e-06,4.60298,0.00216497
588,126,257703,0,0,0.0638235,4114.71,0.0688216,4250.34,0,2.0191e-10,1233.8,0.0036667,5.3543e-08,0.00705753,0.0020563
588,132,257718,2.90009e-08,0,0.0619779,3995.73,0.0704604,4356.29,0,4.91661e-10,1231.88,8.93269e-12,1.57672e-09,0,0
588,139,257735,2.77309e-08,2.37805e-08,0.0598922,3861.25,0.0723055,4475.58,0,4.94104e-10,1229.64,2.23381e-07,2.08803e-09,0.000603866,0
588,147,257755,2.3769e-08,2.38368e-08,0.0575943,3713.1,0.0743288,4606.41,0,4.37496e-10,1227.09,2.50135e-07,2.15089e-09,0.00218986,0.000375438
588,154,257773,2.14226e-08,2.11425e-08,0.0556561,3588.13,0.0760273,4716.25,1.0049e-13,3.9743e-10,1224.86,1.97112e-07,1.70579e-09,0.00228763,0
588,161,257790,1.92223e-08,1.91336e-08,0.0537831,3467.37,0.0776609,4821.9,0,3.6741e-10,1222.63,1.76746e-07,1.56072e-09,0,0
588,168,257807,1.74225e-08,1.72641e-08,0.0519731,3350.68,0.079232,4923.53,2.37407e-13,3.29107e-10,1220.4,1.59791e-07,1.43709e-09,0.000779801,0.00394943
588,175,257825,1.59792e-08,1.59087e-08,0.050224,3237.91,0.0807425,5021.25,0,3.29761e-10,1218.19,1.461e-07,1.33832e-09,0.00100582,0.00303077
588,182,257842,1.4926e-08,1.47924e-08,0.0485338,3128.94,0.0821947,5115.2,7.48961e-13,2.58034e-10,1215.97,1.35623e-07,1.26374e-09,0.00187105,0
588,189,257859,1.41158e-08,1.40844e-08,0.0469005,3023.64,0.0835904,5205.51,0,3.38212e-10,1213.76,1.28053e-07,1.21393e-09,0,0
588,196,257876,1.37518e-08,1.36042e-08,0.0453221,2921.88,0.0849315,5292.31,2.31246e-12,2.09981e-10,1211.55,1.23315e-07,1.18774e-09,0,0
588,203,257893,1.35068e-08,1.34921e-08,0.0437968,2823.54,0.08622,5375.71,0,3.12576e-10,1209.35,1.21221e-07,1.18646e-09,0.000628424,0
588,210,257910,1.37542e-08,1.35999e-08,0.0423229,2728.52,0.0874576,5455.83,7.08874e-12,2.53674e-10,1207.15,1.21779e-07,1.20996e-09,0.00363096,0
588,217,257927,1.40978e-08,1.40803e-08,0.0408986,2636.69,0.0886459,5532.77,0,3.12559e-10,1204.96,1.24955e-07,1.26053e-09,0.000780038,0.000190303
588,224,257944,1.49357e-08,1.47585e-08,0.0395222,2547.95,0.0897868,5606.66,2.31153e-11,3.09243e-10,1202.76,1.3079e-07,1.33832e-09,0.0041729,0.00629131
588,231,257962,1.5916e-08,1.58999e-08,0.0381922,2462.2,0.0908818,5677.58,0,3.34612e-10,1200.58,1.39415e-07,1.44748e-09,0,0.00381668
588,236,257974,1.70779e-08,1.69464e-08,0.0372697,2402.72,0.0916367,5726.48,5.78502e-12,3.82109e-10,1199.02,1.07542e-07,1.12379e-09,0.00420277,0
588,243,257991,1.8576e-08,1.84366e-08,0.0360154,2321.86,0.0926566,5792.56,0,4.15254e-10,1196.84,1.61238e-07,1.71453e-09,0.000907769,0.000672205
588,250,258008,2.05949e-08,2.0398e-08,0.0348034,2243.72,0.0936348,5855.95,3.2408e-11,4.99452e-10,1194.66,1.78012e-07,1.91962e-09,0.00352052,0.00332362
588,257,258024,2.30841e-08,2.28619e-08,0.0336322,2168.21,0.0945725,5916.73,0,4.63893e-10,1192.49,1.98337e-07,2.16914e-09,0.00186214,0.0028083
588,264,258041,2.58261e-08,2.55483e-08,0.0325004,2095.23,0.0954713,5975,8.1861e-11,7.33915e-10,1190.32,2.22162e-07,2.46537e-09,0,0.00356116
588,271,258058,2.93162e-08,2.89315e-08,0.0314068,2024.72,0.0963324,6030.84,0,4.56115e-10,1188.16,2.49279e-07,2.80737e-09,0,0
588,278,258075,3.26404e-08,3.22573e-08,0.0303499,1956.58,0.0971571,6084.34,1.05893e-10,1.04411e-09,1186,2.79215e-07,3.19376e-09,0.00170502,0.00451413
588,285,258092,3.69231e-08,3.63069e-08,0.0293286,1890.73,0.0979467,6135.57,0,5.21802e-10,1183.84,3.10842e-07,3.61382e-09,0,0.000528139
588,292,258108,4.03962e-08,3.98967e-08,0.0283417,1827.1,0.0987023,6184.6,1.20727e-10,1.39559e-09,1181.69,3.42075e-07,4.04485e-09,0.000987341,0.00242428
588,303,258135,3.86228e-08,3.84635e-08,0.0268575,1731.4,0.0998239,6257.42,1.99227e-10,1.30537e-09,1178.31,4.80211e-07,6.07705e-09,0.00150316,0
594,0,255670,0.00152398,48.9606,0.521105,8025.5,0.0235998,1803.83,0,0,1752.92,0,0,0.00461549,0
594,7,255666,0,0,0.506964,7851.74,0.0391661,2042.13,0,0,1741.37,24.8505,1.58819e-06,25.5012,0
594,14,255515,0.000101248,22.0275,0.489629,7751.56,0.0541054,2274.59,4.44953e-06,8.83822e-07,1738.16,145,2.94329e-05,119.555,0
594,21,255364,1.9781e-05,29.6454,0.473005,7669.34,0.0685162,2504.01,3.76145e-06,0,1734.93,170.831,1.26461e-05,176.297,0
594,28,255164,0,36.1986,0.455984,7637.85,0.0823302,2731.3,4.49984e-06,0,1731.7,216.669,1.50195e-05,215.234,0
594,35,254790,0,67.6723,0.438148,7756.48,0.0954304,2959.03,9.84053e-06,0,1728.22,386.414,3.10123e-05,379.225,0
594,42,254636,0,19.1334,0.423167,7731.64,0.108165,3189.21,0,0,1725.41,177.544,8.26333e-06,195.417,0.0015103
594,49,254385,0,40.019,0.406425,7737.04,0.12011,3417.61,7.85981e-06,0,1721.96,250.16,3.4119e-05,218.62,0.00380713
594,56,254097,0,49.7338,0.391644,7790.01,0.131626,3646.39,8.21767e-06,0,1718.42,308.215,3.01951e-05,324.913,0
594,63,253899,0,29.9048,0.37828,7781.06,0.142809,3876.05,2.98277e-06,0,1715.28,218.727,1.83041e-05,243.005,0
594,70,253821,0,12.6222,0.365838,7652.83,0.153689,4103.18,1.30081e-06,0,1712.23,102.524,1.1434e-05,86.9432,0
594,77,253787,0,7.29367,0.354,7472.9,0.164231,4325,1.79345e-06,0,1709.06,56.8389,1.13173e-05,49.3623,0
594,84,253758,0,7.20431,0.342651,7289.35,0.174422,4540.79,2.74814e-06,0,1705.76,52.6996,1.50153e-05,60.8504,0
594,91,253759,1.13727e-08,2.6689,0.331768,7086.97,0.184299,4750.46,9.7008e-07,3.39399e-12,1702.64,23.9611,7.35225e-06,23.1899,0.00439867
594,98,253774,2.1611e-08,0.957715,0.321261,6873.34,0.193852,4953.4,5.22122e-07,2.70332e-10,1699.52,8.99042,4.25613e-06,8.32927,0.000516005
594,105,253791,5.47342e-08,0.957099,0.311093,6663.8,0.203076,5149.52,6.41511e-07,8.31862e-10,1696.37,7.9866,4.54568e-06,5.98279,0.000953734
594,112,253805,1.16366e-07,1.21921,0.301248,6462.61,0.211979,5339.06,8.43534e-07,1.88621e-09,1693.18,9.97584,5.67838e-06,8.79894,0.00481472
594,119,253825,6.97008e-08,0.512935,0.291714,6263.75,0.220576,5522.21,3.65686e-07,1.20085e-09,1690.06,4.9891,2.99883e-06,5.5103,0.00133767
594,126,253849,0,0,0.282482,6066.05,0.228876,5699.03,0,4.93e-11,1686.96,0.00195035,1.2966e-07,0,0
594,132,253870,8.33407e-09,1.43237e-09,0.274802,5901.12,0.235759,5845.62,1.46831e-15,1.9131e-10,1684.33,3.96597e-12,7.91777e-10,0,0
594,139,253895,7.85251e-09,7.27214e-09,0.266105,5714.37,0.243527,6011.01,5.99181e-15,1.88314e-10,1681.27,8.87937e-08,1.06671e-09,0,0
594,147,253923,6.69513e-09,6.80585e-09,0.256503,5508.16,0.252071,6192.85,7.66593e-15,1.64934e-10,1677.78,9.6601e-08,1.097e-09,0.00286344,0
594,154,253947,5.98977e-09,5.84733e-09,0.248385,5333.85,0.259264,6345.9,6.7444e-15,1.49218e-10,1674.73,7.47131e-08,8.6148e-10,0.00390256,0
594,161,253971,5.27982e-09,5.31698e-09,0.240525,5165.04,0.266201,6493.46,2.04543e-15,1.39277e-10,1671.68,6.62802e-08,7.83429e-10,0,0.000831725
594,168,253996,4.80382e-09,4.70826e-09,0.232913,5001.59,0.272892,6635.72,1.57599e-14,1.17945e-10,1668.64,5.94238e-08,7.15551e-10,0,0
594,175,254020,4.28836e-09,4.32714e-09,0.225542,4843.3,0.279343,6772.84,0,1.3252e-10,1665.61,5.37961e-08,6.61985e-10,0,0
594,182,254044,4.00641e-09,3.96091e-09,0.218404,4690.02,0.285563,6905,9.93201e-15,9.93095e-11,1662.58,4.92951e-08,6.17233e-10,0.000969769,0
594,189,254068,3.70639e-09,3.72745e-09,0.211492,4541.6,0.291558,7032.34,0,1.19019e-10,1659.55,4.58817e-08,5.85521e-10,0.000303136,0
594,196,254092,3.56021e-09,3.52684e-09,0.204799,4397.87,0.297337,7155.02,8.58249e-15,9.2476e-11,1656.54,4.33762e-08,5.62752e-10,0,0.00023339
594,203,254116,3.42059e-09,3.43383e-09,0.198318,4258.69,0.302905,7273.2,0,1.11496e-10,1653.52,4.17812e-08,5.51399e-10,0,0.00303757
594,210,254140,3.40796e-09,3.37911e-09,0.192042,4123.91,0.30827,7387,8.1978e-15,9.2191e-11,1650.52,4.10026e-08,5.49404e-10,0.00165819,0
594,217,254164,3.4093e-09,3.41868e-09,0.185964,3993.4,0.313438,7496.58,0,1.13633e-10,1647.52,4.10655e-08,5.58897e-10,0.000112196,0.000296875
594,224,254188,3.53189e-09,3.50053e-09,0.180079,3867.02,0.318415,7602.07,9.70116e-15,9.70952e-11,1644.52,4.19223e-08,5.7857e-10,0.00407349,0
594,231,254212,3.66873e-09,3.67738e-09,0.17438,3744.64,0.323207,7703.6,0,1.29091e-10,1641.53,4.36357e-08,6.10986e-10,0.000632107,0
594,236,254229,3.86593e-09,3.8444e-09,0.17042,3659.61,0.326521,7773.76,7.03338e-15,1.15096e-10,1639.4,3.27803e-08,4.63204e-10,0,0
594,243,254253,4.1374e-09,4.13012e-09,0.165027,3543.79,0.331011,7868.79,0,1.38107e-10,1636.42,4.86202e-08,6.96248e-10,0.00653391,1.64729e-05
594,250,254276,4.54778e-09,4.49202e-09,0.159804,3431.64,0.335331,7960.18,2.65097e-14,1.1428e-10,1633.44,5.2807e-08,7.65487e-10,0,0.00329685
594,257,254300,4.99584e-09,4.97692e-09,0.154747,3323.04,0.339488,8048.07,0,1.70845e-10,1630.47,5.80721e-08,8.52689e-10,0,0.000455395
594,264,254324,5.60201e-09,5.53956e-09,0.149849,3217.87,0.343487,8132.56,3.7146e-14,1.42282e-10,1627.51,6.45524e-08,9.58985e-10,0,0
594,271,254347,6.27158e-09,6.23425e-09,0.145107,3116.04,0.347332,8213.76,0,2.23508e-10,1624.55,7.23167e-08,1.08768e-09,0.00075508,0
594,278,254371,7.1302e-09,7.04434e-09,0.140515,3017.42,0.351029,8291.77,5.44712e-14,1.70608e-10,1621.59,8.1579e-08,1.2414e-09,0,0.000979976
594,285,254394,8.07609e-09,8.00643e-09,0.136068,2921.93,0.354582,8366.7,0,2.97461e-10,1618.64,9.23789e-08,1.42306e-09,0.000542467,0
594,292,254418,9.24168e-09,9.1114e-09,0.131762,2829.46,0.357996,8438.64,7.22596e-14,2.18218e-10,1615.7,1.04929e-07,1.6362e-09,0.000639691,0.00326375
594,303,254455,1.12936e-08,1.06695e-08,0.125269,2690.02,0.363091,8545.9,1.25724e-12,0,1611.09,1.8302e-07,2.94642e-09,0,0
600,0,259714,0.00167042,88.5372,0.045465,4944.18,0.0357385,1331.35,0,0,1224.2,0,0,0.00188848,0
600,7,259682,0,0,0.0463459,4903.05,0.0373184,1503.79,0,0,1213.14,44.4454,2.24277e-06,48.9622,0.0020532
600,14,259502,0.000247101,22.2989,0.0458957,4893.06,0.0388249,1673.34,3.30326e-06,1.55201e-06,1210.88,145,2.92322e-05,147.076,0
600,21,259343,0.000319542,32.0135,0.0453228,4876.29,0.04032,1841.9,2.61645e-06,1.05705e-06,1208.56,169.417,1.42938e-05,152.367,0.00116723
600,28,259136,0.000321144,38.7769,0.0449141,4910.24,0.041781,2010.47,2.78818e-06,8.14312e-07,1206.21,214.688,1.49055e-05,217.296,0
600,35,258754,0.000486275,72.2808,0.0447634,5090.6,0.0431793,2181.96,5.60524e-06,1.37574e-06,1203.54,382.538,2.57002e-05,371.559,0.00151391
600,42,258592,8.11691e-05,22.001,0.043893,5128,0.0446219,2358.61,2.14242e-07,0,1201.63,175.272,6.81725e-06,156.296,0.000691986
600,49,258329,7.62221e-05,43.5002,0.0413933,5194.68,0.0459086,2535.6,4.28558e-06,4.50758e-08,1199.03,249.055,2.03346e-05,241.663,0.00357642
600,56,258033,4.72258e-05,54.4151,0.0390784,5302.84,0.0471189,2715.21,4.42642e-06,0,1196.31,305.64,1.74061e-05,291.254,0.00124743
600,63,257827,9.45912e-06,33.4367,0.0371433,5349.85,0.0482843,2897.95,2.029e-06,0,1194.05,217.445,1.08253e-05,254.623,0
600,70,257740,0,14.2671,0.0354937,5276.17,0.049423,3079.88,1.01469e-06,0,1191.93,102.473,6.88813e-06,87.4864,0.00197303
600,77,257698,0,8.28147,0.0340553,5147.81,0.0505263,3257.65,9.76728e-07,0,1189.7,56.7895,5.93781e-06,52.016,0
600,84,257662,0,8.22415,0.0327495,5014.04,0.0515882,3430.36,1.20585e-06,0,1187.33,52.6241,6.68636e-06,53.5741,0
600,91,257655,8.99028e-08,3.08397,0.0315405,4860.87,0.052616,3597.85,4.59764e-07,8.10274e-10,1185.15,23.9653,3.30021e-06,27.6675,0.000436735
600,98,257663,1.33885e-07,1.11783,0.030392,4695.15,0.0536069,3759.38,2.02158e-07,1.66259e-09,1182.98,8.99024,1.52023e-06,11.2698,0
600,105,257673,3.15985e-07,1.12611,0.0292892,4532.53,0.0545575,3914.79,2.13022e-07,4.06598e-09,1180.77,7.98082,1.39315e-06,7.86208,0
600,112,257680,6.60072e-07,1.4461,0.0282287,4377.5,0.0554681,4064.33,2.71431e-07,8.70717e-09,1178.52,9.96462,1.70665e-06,9.46288,0.00176987
600,119,257693,3.94503e-07,0.611616,0.0272057,4224.21,0.056341,4208.21,1.17846e-07,5.58184e-09,1176.33,4.98559,9.09958e-07,4.86701,0
600,126,257710,0,0,0.0262171,4071.3,0.0571779,4346.45,0,2.34736e-10,1174.16,0.00365522,4.18074e-08,0.00822509,0
600,132,257725,4.90937e-08,2.13867e-09,0.0253983,3944.11,0.0578669,4460.51,7.07273e-16,8.4738e-10,1172.33,1.56305e-11,3.22698e-09,0,0.00161605
600,139,257742,4.03714e-08,3.71537e-08,0.0244753,3800.75,0.0586387,4588.59,3.79045e-15,7.73301e-10,1170.2,4.04666e-07,3.98926e-09,0,0.00932411
600,147,257762,3.43929e-08,3.49074e-08,0.0234614,3643.27,0.0594801,4728.64,1.10474e-14,6.69549e-10,1167.77,4.38169e-07,4.04564e-09,0.000558827,0
600,154,257780,3.22581e-08,3.17107e-08,0.0226088,3510.84,0.0601821,4845.84,8.50008e-15,6.16228e-10,1165.65,3.55657e-07,3.29305e-09,0,0.00413008
600,161,257797,2.90583e-08,2.91887e-08,0.0217872,3383.23,0.0608534,4958.26,0,6.18399e-10,1163.53,3.23139e-07,3.04691e-09,0.000876819,0.00652171
600,168,257814,2.63641e-08,2.58987e-08,0.0209954,3260.25,0.0614951,5066.07,2.97881e-14,4.28824e-10,1161.41,2.92778e-07,2.80149e-09,0.000705163,0.000433107
600,175,257831,2.38476e-08,2.38478e-08,0.0202323,3141.74,0.0621082,5169.44,0,5.60458e-10,1159.3,2.65434e-07,2.58282e-09,0.00446944,0.00113821
600,182,257849,2.18639e-08,2.16671e-08,0.019497,3027.54,0.062694,5268.53,2.14866e-14,3.73377e-10,1157.19,2.42407e-07,2.39433e-09,0,0.00119444
600,189,257866,2.01637e-08,2.01168e-08,0.0187884,2917.49,0.0632532,5363.49,0,4.7385e-10,1155.09,2.23232e-07,2.23937e-09,0,0
600,196,257883,1.89092e-08,1.87844e-08,0.0181056,2811.44,0.063787,5454.48,1.75624e-14,3.45922e-10,1152.99,2.08149e-07,2.11876e-09,0.00353202,0
600,203,257900,1.79439e-08,1.78952e-08,0.0174476,2709.25,0.0642962,5541.65,0,4.2455e-10,1150.89,1.96814e-07,2.03314e-09,0,0.00183872
600,210,257917,1.73823e-08,1.72817e-08,0.0168135,2610.77,0.0647818,5625.12,1.62274e-14,3.34875e-10,1148.8,1.89313e-07,1.98319e-09,0,0
600,217,257934,1.71046e-08,1.70557e-08,0.0162024,2515.87,0.0652445,5705.05,0,4.11158e-10,1146.71,1.85371e-07,1.96949e-09,0.000147118,7.57692e-05
600,224,257951,1.72104e-08,1.7113e-08,0.0156135,2424.42,0.0656854,5781.55,1.71301e-14,3.43819e-10,1144.62,1.85111e-07,1.9933e-09,0.00304556,0.000614862
600,231,257968,1.76003e-08,1.75456e-08,0.0150461,2336.3,0.0661051,5854.75,0,4.32908e-10,1142.54,1.88332e-07,2.05582e-09,6.24711e-05,0.00326831
600,236,257980,1.8319e-08,1.82373e-08,0.0146535,2275.32,0.0663924,5905.09,7.26444e-15,4.16842e-10,1141.06,1.40118e-07,1.53629e-09,0.00429555,0
600,243,257997,1.90622e-08,1.89959e-08,0.0141209,2192.61,0.0667777,5972.92,0,4.92914e-10,1138.98,2.02634e-07,2.26247e-09,0.000925902,0
600,250,258014,2.04933e-08,2.03671e-08,0.0136077,2112.91,0.0671439,6037.77,2.22235e-14,4.28686e-10,1136.91,2.15562e-07,2.43875e-09,0,0.00454298
600,257,258031,2.21593e-08,2.20674e-08,0.0131132,2036.11,0.0674916,6099.75,0,5.87412e-10,1134.85,2.32597e-07,2.66705e-09,0,0.00127931
600,264,258048,2.43089e-08,2.41307e-08,0.0126367,1962.1,0.0678217,6158.97,3.26784e-14,5.10647e-10,1132.78,2.53563e-07,2.94679e-09,0,0.000721286
