time,low95:S:Madeira__all,S:Madeira__all,high95:S:Madeira__all,low95:I1:Madeira__all,I1:Madeira__all,high95:I1:Madeira__all,low95:I2:Madeira__all,I2:Madeira__all,high95:I2:Madeira__all,low95:R1:Madeira__all,R1:Madeira__all,high95:R1:Madeira__all,low95:R2:Madeira__all,R2:Madeira__all,high95:R2:Madeira__all,low95:S1:Madeira__all,S1:Madeira__all,high95:S1:Madeira__all,low95:S2:Madeira__all,S2:Madeira__all,high95:S2:Madeira__all,low95:I12:Madeira__all,I12:Madeira__all,high95:I12:Madeira__all,low95:I21:Madeira__all,I21:Madeira__all,high95:I21:Madeira__all,low95:R:Madeira__all,R:Madeira__all,high95:R:Madeira__all,low95:MadeiraMildCases__ecdc__inc,MadeiraMildCases__ecdc__inc,high95:MadeiraMildCases__ecdc__inc,low95:MadeiraSevereCases__ecdc__inc,MadeiraSevereCases__ecdc__inc,high95:MadeiraSevereCases__ecdc__inc
303,252085,256035,261948,2.67302e-12,4.30368e-08,1.78872e-07,1.13545e-09,7.65103e-08,2.01875e-07,3.73086e-06,0.0323953,0.210304,757.194,2204.77,5056.5,0.00343268,0.0623898,0.32393,1398.34,4323.6,9527.36,2.67302e-12,3.99697e-12,1.13837e-11,2.67302e-12,9.4502e-10,5.7261e-09,257.844,4738.71,10440.5,0,0,0,0,0,0
304,252082,256038,261945,0,0.0145142,0.121325,0,0.0108042,0.111592,0,0.0362174,0.189148,752.948,2197.55,5042.99,0.00134606,0.0626948,0.325003,1400.78,4329.16,9536.23,0,0.00123843,0.013868,0,0.00302257,0.031924,262.734,4736.99,10432.4,0,0.0139029,0.0931351,0,0.000861668,0.00576029
305,252100,256041,261962,0,0.0521101,0.503758,0,0.0332871,0.299384,0,0.0802837,0.465945,748.416,2190.44,5031.37,0,0.0630675,0.327742,1403.91,4334.63,9542.39,0,0.00385837,0.0449019,0,0.0162531,0.164033,266.015,4735.62,10407,0,0.0619926,0.469164,0,0.00534506,0.0444637
306,252109,256044,261962,0,0.098984,0.783309,0,0.0611578,0.614586,0,0.162128,0.925166,744.406,2183.16,5022.17,0,0.0643331,0.346434,1406.8,4340.27,9555.16,0,0.00669652,0.0683719,0,0.0249563,0.224054,260.563,4733.99,10400.9,0,0.121025,0.940201,0,0.00854523,0.0654931
307,252109,256047,261964,0,0.171942,1.72137,0,0.0994406,1.24231,0,0.252851,1.26118,742.863,2176,5011.04,0,0.0668341,0.368087,1409.74,4345.78,9564.83,0,0.0127694,0.155526,0,0.0296643,0.273046,266.857,4732.78,10415.6,0,0.189177,1.50981,0,0.0132406,0.106135
308,252127,256049,261963,0,0.225136,1.57368,0,0.10845,1.21359,0,0.403814,2.25501,739.798,2168.72,4995.09,0,0.0719943,0.354374,1413.54,4351.44,9568.35,0,0.0107513,0.0723098,0,0.0463377,0.425159,254.384,4731.55,10392.8,0,0.228033,1.68763,0,0.0155279,0.119025
309,252153,256053,261970,0,0.297221,2.46305,0,0.115183,1.31724,0,0.567484,3.15023,739.874,2161.48,4983.71,0,0.0786341,0.358786,1420.55,4356.97,9578.36,0,0.0129664,0.0975555,0,0.0585189,0.586055,247.635,4729.71,10411.2,0,0.265612,1.81292,0,0.0161841,0.121647
310,252133,256055,261967,0,0.377368,3.12626,0,0.17787,1.74633,0,0.779111,4.30372,739.004,2154.25,4975.71,0,0.0826293,0.338668,1425.48,4362.6,9585.93,0,0.0161037,0.107307,0,0.0531155,0.503942,253.562,4728.94,10413.4,0,0.358774,2.36269,0,0.0198407,0.160766
311,252132,256057,261973,0,0.468243,4.27386,0,0.210594,2.17071,0,1.01004,5.35645,734.118,2147.25,4953.92,0,0.0933023,0.381963,1429.63,4368.04,9588.24,0,0.01768,0.181226,0,0.0776513,0.689077,248.039,4727.5,10408.5,0,0.395742,2.36878,0,0.0223256,0.16465
312,252141,256059,261972,0,0.551305,5.03986,0,0.239763,2.2067,0,1.28628,6.70547,729.188,2140.23,4939.98,0,0.103715,0.426784,1436.25,4373.5,9599.68,0,0.0187848,0.209638,0,0.0856826,0.745115,256.785,4726.61,10418.8,0,0.455166,3.41489,0,0.025566,0.210684
313,252149,256062,261973,0,0.6344,5.84053,0,0.227304,1.89333,0.0283977,1.60478,7.78633,726.816,2133.47,4924.85,0,0.116488,0.458942,1438.39,4378.7,9607.03,0,0.0139855,0.12491,0,0.076469,0.865013,269.325,4725.58,10414.1,0,0.497388,3.81241,0,0.0250651,0.188714
314,252148,256063,261960,0,0.690955,6.14259,0,0.254683,2.22316,0.00334189,1.96768,10.0612,724.568,2126.52,4916.05,0,0.130972,0.541115,1441.49,4384.13,9614.68,0,0.0165853,0.198648,0,0.0727494,0.619856,253.446,4724.77,10433,0,0.545384,4.17291,0,0.0281763,0.218312
315,252145,256066,261953,0,0.777464,7.34962,0,0.306282,2.88445,0.0649486,2.42482,13.2711,723.443,2119.52,4899.85,0,0.145697,0.565905,1445.99,4389.62,9617.95,0,0.0174739,0.194554,0,0.0703699,0.647503,248.502,4723.27,10432.8,0,0.659035,4.5609,0,0.0269475,0.196728
316,252115,256067,261963,0,0.935135,7.8358,0,0.309559,2.64542,0.0616537,2.84094,16.6168,716.985,2112.57,4886.79,0,0.164713,0.651426,1444.99,4395.01,9621.3,0,0.0184615,0.191724,0,0.0758226,0.705835,236.35,4722.6,10416.4,0,0.68871,4.77075,0,0.028459,0.244992
317,252132,256070,261956,0,0.948273,7.5844,0,0.39239,3.62049,0.074098,3.36041,21.8627,713.046,2105.58,4872.05,0,0.173385,0.71505,1448.17,4400.54,9626.77,0,0.0213955,0.232925,0,0.0735407,0.626183,241.012,4720.93,10408.7,0,0.732222,4.9537,0,0.0300536,0.224806
318,252149,256071,261968,0,0.970519,7.64834,0,0.475751,4.64661,0.0949367,3.95258,23.9511,710.072,2098.83,4862,0,0.192809,0.825933,1449.01,4405.73,9625.84,0,0.0203872,0.217385,0,0.0705436,0.575981,244.585,4720.43,10401.5,0,0.817035,6.14348,0,0.0322576,0.220631
319,252153,256073,261963,0,1.04294,8.46035,0,0.526092,4.25345,0.0838207,4.5257,28.4385,706.117,2092.25,4853.77,0,0.216401,0.981418,1448.81,4410.94,9629.24,0,0.0245859,0.303045,0,0.0655762,0.520673,229.879,4719.23,10390.7,0,0.852833,5.98728,0,0.0321145,0.258935
320,252156,256075,261960,0,1.19691,9.63069,0,0.583083,5.52495,0.132383,5.08748,30.2678,705.737,2085.65,4845.11,0,0.245286,1.15365,1451.01,4416.08,9631.73,0,0.0271429,0.33678,0,0.0726817,0.553206,216.09,4717.94,10378.7,0,0.979122,6.84019,0,0.0340149,0.2774
321,252144,256077,261946,0,1.28804,10.5247,0,0.664405,5.78793,0.146689,5.75864,34.0595,703.535,2079.05,4837.36,0,0.270083,1.20627,1454.22,4421.27,9635.85,0,0.0218274,0.247174,0,0.0769107,0.630411,213.514,4716.45,10382.7,0,1.075,8.22349,0,0.0376613,0.264892
322,252128,256079,261937,0,1.39064,10.8747,0,0.677975,5.97749,0.180806,6.46265,40.4049,701.22,2072.48,4824.13,0,0.301931,1.28165,1459.23,4426.6,9636.56,0,0.0278289,0.304935,0,0.0975443,0.839669,213.106,4714.52,10354.2,0,1.09946,7.34463,0,0.0433613,0.316823
323,252137,256081,261940,0,1.41877,11.3941,0,0.719398,6.77911,0.208264,7.29378,45.2706,698.347,2065.83,4815.09,0,0.337743,1.45137,1461.86,4431.88,9647.53,0,0.0223978,0.259591,0,0.0873397,0.664989,212.075,4713.31,10350.1,0,1.16335,7.03597,0,0.0433237,0.31901
324,252132,256083,261946,0,1.52522,11.8951,0,0.73122,8.21577,0.181675,8.06743,48.5398,694.591,2059.44,4793.85,0,0.373892,1.69362,1464.74,4436.9,9656.21,0,0.0176659,0.155981,0,0.0919061,0.810105,214.373,4711.42,10348.1,0,1.17298,8.95097,0,0.047833,0.415366
325,252142,256085,261950,0,1.6407,14.2346,0,0.8139,7.2968,0.261992,8.89694,51.4292,689.668,2053.09,4782.62,0,0.397256,1.89715,1467.43,4441.91,9666.86,0,0.023461,0.235799,0,0.0866703,0.727174,211.749,4710.61,10325.6,0,1.31415,9.89569,0,0.0437561,0.349848
326,252132,256085,261941,0,1.72442,15.2157,0,0.821022,7.48226,0.252102,9.7578,59.7788,686.616,2046.58,4771.37,0,0.433148,1.96388,1470.82,4447.2,9676.55,0,0.0192331,0.227244,0,0.0905693,0.803265,216.857,4710.28,10318.8,0,1.3157,9.55542,0,0.0403836,0.263577
327,252117,256086,261958,0,1.7799,14.7039,0,0.869734,7.14731,0.305159,10.7281,66.6192,683.56,2040.07,4764.52,0,0.473415,2.01003,1473.47,4452.46,9679.93,0,0.0150124,0.176517,0,0.099345,0.83232,218.911,4709.23,10321,0,1.40239,7.94708,0,0.0457848,0.300494
328,252124,256088,261965,0,2.03446,14.3988,0,0.917305,8.90643,0.465,11.635,68.9149,681.854,2033.84,4754.38,0,0.510675,2.48638,1479.64,4457.49,9683.42,0,0.0151563,0.172784,0,0.100912,0.775803,219.373,4707.42,10314,0,1.56312,9.63827,0,0.051806,0.323835
329,252121,256089,261958,0,2.24676,17.0406,0,0.875765,7.7343,0.437115,12.6865,75.3478,681.565,2027.65,4741.13,0,0.549581,2.61605,1480.12,4462.46,9683.89,0,0.0109049,0.111537,0,0.115308,0.970025,214.272,4706.22,10302.5,0,1.55753,9.01991,0,0.0449981,0.344142
330,252114,256091,261945,0,2.54535,17.7067,0,0.939573,9.08672,0.491386,13.8939,87.8957,681.266,2021.26,4727.06,0,0.590502,3.01815,1482.02,4467.58,9687.27,0,0.0141277,0.203699,0,0.128376,1.08813,212.267,4704.18,10295.1,0,1.8831,11.1749,0,0.0602294,0.435182
331,252117,256092,261934,0,2.82487,18.7798,0,1.02494,9.84508,0.516519,15.27,98.2416,678.428,2015,4713.12,0,0.647288,3.02048,1483.23,4472.62,9694.17,0,0.0195176,0.204189,0,0.131487,1.21432,203.87,4702.53,10281.8,0,2.08876,13.0963,0,0.0596712,0.423059
332,252129,256092,261927,0,2.99593,22.9482,0,1.07857,11.1543,0.555008,16.7747,108.279,676.254,2008.81,4699.32,0.00278545,0.729508,3.66334,1487.08,4477.64,9697.67,0,0.0192242,0.217396,0,0.135726,1.15531,217.434,4702.22,10275.3,0,2.13847,12.8586,0,0.0663154,0.481365
333,252150,256092,261927,0,3.37042,26.2831,0,1.11688,13.775,0.609908,18.406,120.644,677.368,2002.75,4690.36,0.00535443,0.775704,4.03005,1490.4,4482.63,9695.66,0,0.0232888,0.233067,0,0.136393,1.05114,225.389,4700.68,10275.7,0,2.45261,17.5103,0,0.0659395,0.499294
334,252127,256092,261921,0,3.63438,31.4288,0,1.19965,12.5107,0.687669,20.226,145.493,676.711,1996.83,4678.91,0,0.820242,4.22891,1491.33,4487.43,9695.5,0,0.0288167,0.265951,0,0.130392,0.950215,233.355,4700.04,10260,0,2.57571,15.7185,0,0.0663286,0.513658
335,252111,256092,261936,0,3.90796,32.0443,0,1.25747,12.4906,0.667763,22.2428,159.075,673.735,1990.84,4669.83,0,0.895389,4.38958,1493.02,4492.41,9692.43,0,0.0195589,0.191723,0,0.140614,1.17464,241.117,4698.49,10252.1,0,2.80631,18.1958,0,0.0827026,0.725636
336,252110,256092,261947,0,4.17608,32.5034,0,1.29017,9.6439,0.653527,24.2858,178.385,670.183,1984.89,4651.4,0,0.961326,4.4975,1495.87,4497.41,9695.09,0,0.0181515,0.179091,0,0.158435,1.48934,251.255,4696.67,10248.9,0,2.84093,18.412,0,0.0753207,0.615079
337,252121,256092,261948,0,4.53396,34.5896,0,1.43252,13.3503,0.644186,26.4443,207.237,670.198,1979.07,4638.92,0,1.04203,5.07192,1501.07,4502.2,9695.63,0,0.0219715,0.259708,0,0.160353,1.23169,253.763,4695.06,10235.8,0,3.09719,19.4128,0,0.079422,0.614618
338,252115,256091,261957,0,4.8161,35.8132,0,1.41324,13.8791,0.813143,28.8907,222.658,668.567,1973.34,4629.26,0.0171601,1.11025,5.04717,1500.06,4507.07,9695.66,0,0.0207998,0.182108,0,0.162461,1.4341,238.774,4693.93,10239.5,0,3.24054,19.7525,0,0.0860409,0.683924
339,252107,256091,261989,0,5.09173,40.4288,0,1.55278,15.3726,0.739478,31.4451,229.581,667.216,1967.52,4615.11,0,1.20856,5.84369,1503.35,4511.88,9697.24,0,0.0235268,0.219982,0,0.171146,1.53834,235.922,4691.87,10231,0,3.45642,21.6714,0,0.0961047,0.678541
340,252105,256090,261991,0,5.61543,39.8113,0,1.73116,15.3256,0.736277,34.1083,248.728,665.635,1961.87,4601.85,0,1.31345,6.67015,1507.78,4516.48,9698.38,0,0.0204469,0.204598,0,0.168255,1.42097,251.647,4690.45,10221.1,0,3.92133,24.8072,0,0.102191,0.615005
341,252110,256088,262005,0,6.08718,41.6904,0,1.80162,16.1509,0.933354,36.9413,266.789,662.759,1956.32,4587.73,0,1.44851,7.74923,1508.86,4521.22,9702.51,0,0.021055,0.279733,0,0.166693,1.42931,243.618,4689.69,10229.9,0,4.01174,24.3174,0,0.0905175,0.675678
342,252105,256086,262007,0,6.72514,48.6286,0,1.88387,22.1008,0.912138,40.1333,278.163,658.976,1950.76,4578.87,0.0238388,1.56128,8.29414,1512.54,4525.84,9710.06,0,0.0260251,0.316485,0,0.178982,1.29766,236.194,4689.28,10235.6,0,4.53103,26.0068,0,0.111389,0.922228
343,252118,256083,262011,0,7.43942,49.9685,0,2.09467,21.1716,0.992064,43.6309,286.878,657.337,1945.09,4558.07,0,1.69456,9.47506,1519.89,4530.81,9721.96,0,0.0223078,0.23808,0,0.197926,1.3417,228.698,4687.56,10225.4,0,5.03799,27.1095,0,0.112956,0.798686
344,252127,256080,262008,0,8.01828,50.8961,0,2.25112,23.1681,1.09351,47.5393,327.688,655.272,1939.84,4546.01,0.0318743,1.86081,10.7087,1521.92,4535.47,9720.34,0,0.022176,0.28391,0,0.217293,1.51344,220.843,4686.49,10234.4,0,5.42418,29.9589,0,0.115363,0.899171
345,252112,256076,262014,0,8.80456,60.3808,0,2.41677,23.4166,1.15324,51.6376,356.857,652.266,1934.82,4533.98,0.0166398,1.99037,12.3611,1528.47,4539.87,9726.34,0,0.0222007,0.225237,0,0.235604,1.43127,224.026,4685.85,10225.1,0,5.86133,35.0619,0,0.13111,0.926265
346,252109,256073,262012,0,9.60331,66.1745,0,2.65601,26.3674,1.1711,56.2892,378.956,648.229,1929.64,4523.21,0.0272807,2.16961,11.639,1531.81,4544.47,9733.18,0,0.0292021,0.36697,0,0.251866,1.50058,217.695,4683.54,10235.3,0,6.50515,34.4698,0,0.138109,1.0725
347,252106,256068,262022,0,10.6753,75.9812,0,2.89298,26.4442,1.21512,61.2735,405.28,651.866,1924.58,4511.64,0.0276356,2.35669,13.6562,1531.9,4549.13,9736.05,0,0.0214974,0.250967,0,0.254043,1.51568,217.752,4682.75,10230.4,0,7.18813,38.4147,0,0.13526,0.935175
348,252100,256063,262022,0,11.5473,79.4087,0,3.07246,30.9348,1.21873,66.7369,437.193,646.687,1919.7,4501.03,0,2.58221,14.7949,1537.51,4553.67,9742.86,0,0.0274396,0.310076,0,0.287746,1.69654,222.716,4681.78,10238,0,7.5005,41.4062,0,0.1643,1.12726
349,252047,256057,262003,0,12.6695,83.926,0,3.16826,32.5044,1.23471,72.6469,465.687,643.957,1915.01,4489.41,0.0298768,2.8062,16.2358,1540.74,4558.14,9753.11,0,0.023235,0.258805,0,0.307732,2.00746,227.185,4680.22,10228.1,0,8.21535,42.0917,0,0.164518,1.01039
350,252031,256050,261997,0,14.394,87.7854,0,3.35856,34.948,1.35414,79.1606,487.832,640.918,1910.29,4475.05,0.0421943,3.01795,18.1519,1542.16,4562.69,9758.93,0,0.0303703,0.298788,0,0.346727,2.21479,223.86,4679.16,10216.8,0,9.46169,46.4261,0,0.194466,1.30285
351,251967,256041,261976,0,15.591,104.21,0,3.67783,34.8519,1.30154,86.4,521.602,640.045,1905.57,4462.48,0.0356147,3.25379,20.0507,1546.47,4567.34,9766.54,0,0.0289292,0.339978,0,0.359086,2.29146,247.936,4678.3,10211.5,0,9.77636,54.7302,0,0.172055,1.1159
352,251952,256032,261971,0,17.1175,117.084,0,3.98439,32.9374,1.30871,94.3645,585.595,637.616,1901.33,4445.86,0.0560342,3.56945,21.6002,1548.04,4571.76,9767.82,0,0.026654,0.270407,0,0.382963,2.1471,236.619,4677.31,10191.5,0,11.0002,65.1435,0,0.217649,1.67766
353,251932,256022,261966,0,18.3618,114.589,0,4.20682,32.6989,1.38372,103.006,637.549,634.396,1897.34,4430.97,0.0726263,3.86182,23.8871,1549.52,4576.02,9778.34,0,0.0307307,0.362639,0,0.393336,1.9821,224.002,4676.76,10182.3,0,11.4934,62.0735,0,0.209699,1.52086
354,251928,256011,261969,0,19.4777,125.591,0,4.31543,36.3859,1.42788,112.746,680.317,632.098,1893.18,4418.81,0.079865,4.20037,26.519,1550.43,4580.41,9785.87,0,0.0277148,0.231159,0,0.432203,3.00793,215.69,4676.25,10176.1,0,12.3786,70.1915,0,0.253679,1.65552
355,251858,256001,261981,0,20.0797,138.368,0,4.61909,39.3789,1.55008,122.798,766.782,626.764,1889.07,4405.98,0.063736,4.54007,26.1826,1553.34,4584.82,9795.51,0,0.0331145,0.371993,0,0.44702,2.34052,229.594,4674.8,10171,0,12.3557,74.2554,0,0.251106,1.65129
356,251785,255988,261967,0,22.2801,159.767,0,5.07411,51.1491,1.53646,133.376,834.858,623.854,1885.35,4396.61,0.0575755,4.9343,26.1507,1556.59,4588.92,9801.42,0,0.0337308,0.381028,0,0.443743,2.67579,239.13,4673.86,10171.9,0,14.6483,86.0349,0,0.235604,1.72547
357,251728,255975,261952,0,23.8919,167.592,0,5.30696,50.0868,1.66216,144.162,912.34,619.553,1881.84,4387.01,0.0745068,5.37541,30.1022,1556.48,4593.35,9815.38,0,0.0281596,0.33337,0,0.466956,2.72195,246.912,4672.63,10156.8,0,14.5125,85.0328,0,0.24875,2.27283
358,251731,255961,261944,0,25.2958,170.623,0,5.59983,63.7163,1.78844,155.82,1001.05,617.641,1878.44,4381.11,0.0715032,5.86981,33.2933,1559.17,4597.6,9823.3,0,0.0249129,0.274791,0,0.528079,3.67108,227.639,4672.15,10160.7,0,15.2218,86.0797,0,0.296968,2.0764
359,251721,255944,261961,0,28.0951,189.178,0,5.91864,70.3949,1.82375,168.884,1097.6,614.301,1875.41,4445.7,0.0897981,6.32607,36.8434,1566.34,4601.67,9832.58,0,0.0221348,0.283202,0,0.579175,3.85031,246.25,4671.46,10156.4,0,18.029,99.4763,0,0.332139,2.55509
360,251718,255925,261971,0,30.298,198.769,0,6.1407,64.7994,1.83358,183.172,1210.22,610.936,1872.34,4434.56,0.0744128,6.82357,39.6497,1570.15,4606.08,9845.99,0,0.0266445,0.244463,0,0.595548,5.13942,244.326,4671.2,10155.7,0,18.8545,110.783,0,0.348059,2.57538
361,251717,255906,261977,0,32.7073,232.307,0,6.45587,72.6112,1.82419,198.472,1348.28,608.03,1869.29,4421.58,0.0748227,7.29562,42.9139,1575.36,4610.14,9857.2,0,0.0237433,0.204181,0,0.666707,5.67913,233.214,4670.71,10140.5,0,19.866,130.076,0,0.368852,2.54428
362,251729,255887,261988,0,34.8564,259.798,0,6.84171,70.5231,1.92291,214.818,1472.17,606.256,1866.46,4406.06,0.0376108,7.88453,47.1584,1580.4,4614.31,9866.82,0,0.0247948,0.287596,0,0.64984,3.68252,238.254,4669.17,10121.5,0,20.9035,135.499,0,0.318182,2.00459
363,251729,255863,261992,0,39.1918,273.297,0,7.54886,83.6308,1.88933,232.497,1623.74,602.452,1863.67,4435.11,0.0788823,8.55052,50.961,1584.12,4618.59,9880.02,0,0.0196317,0.261481,0,0.725036,5.02547,225.839,4667.89,10160.3,0,24.7914,158.165,0,0.420999,3.61766
364,251728,255838,261982,0,42.5501,298.457,0,8.10834,87.3736,1.85642,252.068,1788.69,598.943,1861.37,4508.28,0.103914,9.27511,56.0431,1585.57,4622.57,9886.77,0,0.0181132,0.180268,0,0.756882,5.23179,215.6,4667.42,10147,0,25.677,154.81,0,0.442112,3.38076
365,251711,255811,261974,0,45.5556,306.244,0,8.69787,98.298,1.95043,273.263,2017.36,598.274,1858.96,4512.64,0.102562,10.062,61.7113,1589.88,4626.82,9899.6,0,0.0183554,0.167886,0,0.798091,6.25179,237.294,4666.63,10154.5,0,27.1031,177.428,0,0.401515,3.05449
366,251679,255783,261982,0,48.3678,319.89,0,9.09187,102.366,2.17387,296.572,2204.06,592.153,1857.3,4501.38,0.101917,10.9266,65.3022,1593.91,4630.88,9911.67,0,0.0220496,0.259492,0,0.842497,5.79101,234.052,4665.37,10142.3,0,29.152,200.675,0,0.451211,4.10876
367,251468,255751,261951,0,52.4351,356.768,0,9.69591,103.44,2.32819,320.792,2375.09,588.331,1855.69,4502,0.111815,11.8568,76.1098,1596.78,4634.98,9917.13,0,0.0275559,0.325738,0,0.904694,6.51965,248.059,4664.55,10149.2,0,31.5689,203.494,0,0.533708,4.78932
368,251273,255719,261908,0,54.9258,424.342,0,10.3832,117.158,2.53181,346.914,2557.21,587.342,1854.51,4492.08,0.133202,12.8799,82.2779,1599.23,4638.97,9930.29,0,0.0279426,0.278918,0,0.988922,8.15144,255.95,4663.58,10155.7,0,32.2159,227.751,0,0.572634,4.20412
369,251154,255685,261837,0,57.6266,415.622,0,10.8345,126.273,2.65313,374.126,2740.41,588.574,1853.69,4472.74,0.186232,14.0048,88.1769,1602.05,4642.96,9940.03,0,0.0403248,0.421931,0,1.05918,7.56793,245.96,4662.53,10169.8,0,33.5134,234.36,0,0.557414,4.20889
370,251059,255648,261815,0,60.8761,457.415,0,11.1704,117.425,2.6261,402.906,2978.66,585.857,1853.29,4459.11,0.266941,15.2364,96.8103,1599.65,4646.81,9952.05,0,0.0324908,0.300544,0,1.06584,7.21424,243.004,4662.16,10156.4,0,35.7126,221.721,0,0.565787,4.93888
371,250969,255611,261818,0,63.2123,483.238,0,11.9167,121.033,2.67895,433.343,3174.62,587.612,1852.86,4438.04,0.209036,16.5495,105.053,1602.42,4650.58,9957.1,0,0.032512,0.374804,0,1.13655,8.54277,247.313,4661.4,10167.8,0,36.7807,276.143,0,0.6495,5.59891
372,250658,255570,261815,0,68.097,545.938,0,12.6666,141.24,2.59535,464.557,3410.03,583.504,1852.77,4444.06,0.206299,17.8746,118.665,1604.36,4654.37,9967.63,0,0.0391395,0.319726,0,1.24833,9.9405,257.368,4660.13,10181.2,0,40.1383,296.841,0,0.709606,7.36023
373,250605,255529,261832,0,71.5569,587.859,0,13.2744,144.851,3.06258,498.419,3626.82,583.465,1853.01,4429.31,0.187163,19.3432,125.471,1607.99,4657.96,9978.94,0,0.0430893,0.412391,0,1.32076,10.718,248.554,4658.43,10176.3,0,41.3216,326.263,0,0.720431,8.01833
374,250245,255484,261832,0,75.0908,669.899,0,13.8361,146.817,2.96198,534.255,3850.25,577.208,1853.51,4437.68,0.236498,20.8602,132.12,1609.48,4661.95,9986.81,0,0.0331115,0.3701,0,1.36961,11.1795,257.062,4657.31,10179.5,0,43.7896,340.898,0,0.735624,6.09163
