index,S:all,I1:all,I2:all,R1:all,R2:all,S1:all,S2:all,I12:all,I21:all,beta:all,psi:all,i:all,gamma:all,alpha:all,e:all,d:all,sto:all,rep:MadeiraMildCases__ecdc__inc,rep:MadeiraSevereCases__ecdc__inc,phi:all,log_like
43,0.983725,2.41869e-08,0.000193136,2.0954e-07,0.00703255,3.20682e-08,0.00228055,0,0,10.9118,0.063623,8.21515e-14,2.16547,264.389,0.506456,-0.763527,0.1,0.733147,0.914631,0.1,217.248
44,0.987248,4.6637e-08,0.000215675,2.87251e-07,0.00453839,4.92101e-08,0.00350268,0,0,10.1144,0.128212,3.74521e-14,2.34945,245.933,0.459921,-0.74488,0.1,0.798653,0.905807,0.1,215.924
45,0.987248,4.6637e-08,0.000215675,2.87251e-07,0.00453839,4.92101e-08,0.00350268,0,0,10.1144,0.128212,3.74521e-14,2.34945,245.933,0.459921,-0.74488,0.1,0.798653,0.905807,0.1,215.924
46,0.982559,9.98602e-08,0.000172942,6.63378e-07,0.00538765,1.26679e-07,0.00292733,0,0,10.4497,0.171959,3.37495e-14,2.23402,284.985,0.483808,-0.738645,0.1,0.889331,0.931923,0.1,213.395
47,0.982559,9.98602e-08,0.000172942,6.63378e-07,0.00538765,1.26679e-07,0.00292733,0,0,10.4497,0.171959,3.37495e-14,2.23402,284.985,0.483808,-0.738645,0.1,0.889331,0.931923,0.1,213.395
48,0.976917,8.69173e-08,0.000212941,4.22435e-07,0.0127359,1.2274e-07,0.00100218,0,0,9.98928,0.491697,8.68101e-14,2.16808,274.499,0.548587,-0.757986,0.1,0.887415,0.953595,0.1,213.317
49,0.976917,8.69173e-08,0.000212941,4.22435e-07,0.0127359,1.2274e-07,0.00100218,0,0,9.98928,0.491697,8.68101e-14,2.16808,274.499,0.548587,-0.757986,0.1,0.887415,0.953595,0.1,213.317
50,0.985615,3.82488e-08,0.000315161,4.00387e-07,0.00574567,1.35297e-07,0.000629364,0,0,8.69832,0.45986,9.47772e-14,2.46351,253.983,0.566736,-0.763129,0.1,0.806253,0.99172,0.1,214.856
51,0.985615,3.82488e-08,0.000315161,4.00387e-07,0.00574567,1.35297e-07,0.000629364,0,0,8.69832,0.45986,9.47772e-14,2.46351,253.983,0.566736,-0.763129,0.1,0.806253,0.99172,0.1,214.856
52,0.983219,1.64899e-08,0.000275043,4.60222e-07,0.00560277,6.80369e-08,0.000281683,0,0,9.5752,0.415193,3.09228e-14,2.43321,299.167,0.521567,-0.745953,0.1,0.746608,0.977206,0.1,218.715
53,0.983219,1.64899e-08,0.000275043,4.60222e-07,0.00560277,6.80369e-08,0.000281683,0,0,9.5752,0.415193,3.09228e-14,2.43321,299.167,0.521567,-0.745953,0.1,0.746608,0.977206,0.1,218.715
54,0.983219,1.64899e-08,0.000275043,4.60222e-07,0.00560277,6.80369e-08,0.000281683,0,0,9.5752,0.415193,3.09228e-14,2.43321,299.167,0.521567,-0.745953,0.1,0.746608,0.977206,0.1,218.715
55,0.983219,1.64899e-08,0.000275043,4.60222e-07,0.00560277,6.80369e-08,0.000281683,0,0,9.5752,0.415193,3.09228e-14,2.43321,299.167,0.521567,-0.745953,0.1,0.746608,0.977206,0.1,218.715
56,0.985097,1.82566e-08,0.000309366,8.09583e-07,0.00282994,6.09343e-08,0.000582653,0,0,9.22412,0.640767,2.46713e-14,2.5095,317.88,0.533535,-0.753111,0.1,0.877971,0.965896,0.1,217.978
57,0.985097,1.82566e-08,0.000309366,8.09583e-07,0.00282994,6.09343e-08,0.000582653,0,0,9.22412,0.640767,2.46713e-14,2.5095,317.88,0.533535,-0.753111,0.1,0.877971,0.965896,0.1,217.978
58,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
59,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
60,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
61,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
62,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
63,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
64,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
65,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
66,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
67,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
68,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
69,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
70,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
71,0.971311,3.60583e-08,0.000336217,5.76941e-07,0.00850086,9.82121e-08,0.000885454,0,0,10.0839,1.10901,1.73357e-14,2.44134,389.799,0.446989,-0.745413,0.1,0.808881,0.981488,0.1,216.073
72,0.976537,1.14196e-08,0.000357984,8.64181e-07,0.00848022,8.61567e-08,0.00218548,0,0,11.3591,1.61245,1.3447e-14,2.1547,441.431,0.455397,-0.745133,0.1,0.903572,0.970429,0.1,217.052
73,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
74,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
75,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
76,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
77,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
78,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
79,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
80,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
81,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
82,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
83,0.98733,3.64702e-09,0.000258213,6.96749e-07,0.00598751,4.9091e-08,0.00121412,0,0,10.3534,1.61503,2.24969e-14,2.28621,399.582,0.523554,-0.732961,0.1,0.880683,0.983935,0.1,220.917
84,0.976471,2.48631e-09,0.000246523,5.44841e-07,0.0115552,2.96357e-08,0.000959687,0,0,11.4147,1.56397,1.30789e-14,2.09717,432.075,0.524452,-0.734851,0.1,0.909509,0.986312,0.1,222.59
85,0.976471,2.48631e-09,0.000246523,5.44841e-07,0.0115552,2.96357e-08,0.000959687,0,0,11.4147,1.56397,1.30789e-14,2.09717,432.075,0.524452,-0.734851,0.1,0.909509,0.986312,0.1,222.59
86,0.976471,2.48631e-09,0.000246523,5.44841e-07,0.0115552,2.96357e-08,0.000959687,0,0,11.4147,1.56397,1.30789e-14,2.09717,432.075,0.524452,-0.734851,0.1,0.909509,0.986312,0.1,222.59
87,0.980524,2.36277e-09,0.000265936,7.70082e-07,0.00970693,2.68651e-08,0.000645829,0,0,11.2198,1.35333,6.52163e-15,2.12319,421.72,0.519903,-0.736941,0.1,0.887281,0.983847,0.1,222.121
88,0.97602,2.05806e-09,0.000210085,1.95846e-07,0.0152022,9.27705e-09,0.000627847,0,0,12.4321,1.31648,2.07147e-14,1.8624,429.984,0.551949,-0.732663,0.1,0.866651,0.971355,0.1,225.431
89,0.976421,2.5725e-09,0.000317714,3.32239e-08,0.0222404,8.54218e-09,0.000296219,0,0,11.9692,1.31413,6.13042e-14,1.99088,385.851,0.541736,-0.72953,0.1,0.74979,0.972662,0.1,223.445
90,0.978265,1.56833e-09,0.000306743,4.75205e-08,0.0173218,9.90495e-09,0.000401627,0,0,12.7427,1.35499,2.1845e-13,1.68233,416.203,0.578934,-0.760899,0.1,0.761864,0.953667,0.1,224.579
91,0.971108,1.50724e-09,0.00022389,3.1239e-08,0.024638,1.34593e-08,0.000483198,0,0,14.471,1.30642,1.60474e-13,1.47847,438.202,0.573262,-0.760285,0.1,0.87729,0.94745,0.1,225.124
92,0.971108,1.50724e-09,0.00022389,3.1239e-08,0.024638,1.34593e-08,0.000483198,0,0,14.471,1.30642,1.60474e-13,1.47847,438.202,0.573262,-0.760285,0.1,0.87729,0.94745,0.1,225.124
93,0.971108,1.50724e-09,0.00022389,3.1239e-08,0.024638,1.34593e-08,0.000483198,0,0,14.471,1.30642,1.60474e-13,1.47847,438.202,0.573262,-0.760285,0.1,0.87729,0.94745,0.1,225.124
94,0.971108,1.50724e-09,0.00022389,3.1239e-08,0.024638,1.34593e-08,0.000483198,0,0,14.471,1.30642,1.60474e-13,1.47847,438.202,0.573262,-0.760285,0.1,0.87729,0.94745,0.1,225.124
95,0.971108,1.50724e-09,0.00022389,3.1239e-08,0.024638,1.34593e-08,0.000483198,0,0,14.471,1.30642,1.60474e-13,1.47847,438.202,0.573262,-0.760285,0.1,0.87729,0.94745,0.1,225.124
96,0.971108,1.50724e-09,0.00022389,3.1239e-08,0.024638,1.34593e-08,0.000483198,0,0,14.471,1.30642,1.60474e-13,1.47847,438.202,0.573262,-0.760285,0.1,0.87729,0.94745,0.1,225.124
97,0.971069,1.24639e-09,0.000303482,7.14943e-08,0.0185369,6.52009e-09,0.00100617,0,0,13.8924,1.52847,2.78771e-13,1.50232,569.964,0.573396,-0.781526,0.1,0.925047,0.951917,0.1,225.899
98,0.98057,1.62934e-09,0.000402938,4.49769e-08,0.0144304,7.86825e-09,0.000323747,0,0,12.0332,1.6114,2.15793e-13,1.73815,474.273,0.572096,-0.774557,0.1,0.839448,0.964004,0.1,224.866
99,0.98057,1.62934e-09,0.000402938,4.49769e-08,0.0144304,7.86825e-09,0.000323747,0,0,12.0332,1.6114,2.15793e-13,1.73815,474.273,0.572096,-0.774557,0.1,0.839448,0.964004,0.1,224.866
100,0.98057,1.62934e-09,0.000402938,4.49769e-08,0.0144304,7.86825e-09,0.000323747,0,0,12.0332,1.6114,2.15793e-13,1.73815,474.273,0.572096,-0.774557,0.1,0.839448,0.964004,0.1,224.866
101,0.98057,1.62934e-09,0.000402938,4.49769e-08,0.0144304,7.86825e-09,0.000323747,0,0,12.0332,1.6114,2.15793e-13,1.73815,474.273,0.572096,-0.774557,0.1,0.839448,0.964004,0.1,224.866
102,0.98057,1.62934e-09,0.000402938,4.49769e-08,0.0144304,7.86825e-09,0.000323747,0,0,12.0332,1.6114,2.15793e-13,1.73815,474.273,0.572096,-0.774557,0.1,0.839448,0.964004,0.1,224.866
103,0.974128,2.28761e-09,0.00026086,1.13606e-07,0.0127399,1.77673e-08,0.000149184,0,0,14.6066,1.26036,7.90697e-14,1.44954,469.545,0.544902,-0.771844,0.1,0.780384,0.930053,0.1,225.436
104,0.974128,2.28761e-09,0.00026086,1.13606e-07,0.0127399,1.77673e-08,0.000149184,0,0,14.6066,1.26036,7.90697e-14,1.44954,469.545,0.544902,-0.771844,0.1,0.780384,0.930053,0.1,225.436
105,0.974128,2.28761e-09,0.00026086,1.13606e-07,0.0127399,1.77673e-08,0.000149184,0,0,14.6066,1.26036,7.90697e-14,1.44954,469.545,0.544902,-0.771844,0.1,0.780384,0.930053,0.1,225.436
106,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
107,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
108,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
109,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
110,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
111,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
112,0.973883,6.75021e-09,0.000285355,2.82154e-07,0.0197987,2.7578e-08,0.00014051,0,0,13.0084,1.29973,3.46865e-14,1.67944,432.001,0.545953,-0.749515,0.1,0.789395,0.949713,0.1,221.866
113,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
114,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
115,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
116,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
117,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
118,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
119,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
120,0.963523,2.02266e-08,0.000227417,4.86565e-07,0.00836311,2.38219e-08,0.000552447,0,0,13.5823,1.25319,4.13459e-14,1.66669,389.674,0.508807,-0.751576,0.1,0.753008,0.952878,0.1,221.089
